IsID,IsIsikukood,IsEesnimi,IsPerenimi,IsSurmaaeg,KdIDHaridus,KdIDEmakeel,KdIDRahvus,KdIDPerekonnaseis,KdIDKodakondsus,IsIsanimi,IsSynnijargneNimi,KdIDIsikuStaatus,KdIDKirjeStaatus,KdIDPohjus,KdIDSugu,isSynniaeg,IsSaabusEesti,IsLahkusEestist,IsSaabusKOViKpv,AKpID,IsEesnimiEri,IsPerenimiEri,IdKiht,IAsIDLooja,LoodiKpv,IAsIDMuutja,MuudetiKpv,KustutatiKpv,AsID
101,36701145089,Ants,Mõttus,,25,100,100,,100,Siim,Ants,532,537,,MEES,1967-01-14 22:02:37.054267,,,1990-01-01 00:00:00.000000,917.0,Ants,Mõttus,,150.0,1967-01-14 22:02:37.054267,3804.0,1991-10-26 22:02:37.054267,,1
102,33108293455,Jüri,Hallik,,25,100,100,,100,Mihhail,Jüri,532,537,,MEES,1931-08-29 22:02:37.054267,,,2020-12-16 00:00:00.000000,784.0,Jüri,Hallik,,4000.0,1931-08-29 22:02:37.054267,,,,3
103,45808299718,Natalia,Tiits,,22,100,100,,100,Viktor,Natalia,532,537,,NAINE,1958-08-29 22:02:37.054267,,,1990-01-01 00:00:00.000000,515.0,Natalia,Tiits,,1110.0,1958-08-29 22:02:37.054267,,,,3
104,61811257820,Piret,Kadak,,2,100,100,,100,Andrei,Piret,532,537,,NAINE,2018-11-25 22:02:37.054267,,,2015-12-13 00:00:00.000000,191.0,Piret,Kadak,,3208.0,2018-11-25 22:02:37.054267,,,,1
105,46308073065,Marina,Kask,,28,100,100,,100,Jüri,Marina,532,537,,NAINE,1963-08-07 22:02:37.054267,,,2015-05-20 00:00:00.000000,293.0,Marina,Kask,,4462.0,1963-08-07 22:02:37.054267,2305.0,1990-09-04 22:02:37.054267,,19
106,39406179721,Aleksandr,Grigoriev,,14,100,100,,100,Toomas,Aleksandr,532,537,,MEES,1994-06-17 22:02:37.054267,,,2024-09-19 22:02:37.054267,793.0,Aleksandr,Grigoriev,,5986.0,1994-06-17 22:02:37.054267,148.0,2000-05-21 22:02:37.054267,,49
107,52404283960,Igor,Kirillov,,2,100,100,,100,Mihkel,Igor,532,537,,MEES,2024-04-28 22:02:37.054267,,,2008-02-15 00:00:00.000000,719.0,Igor,Kirillov,,986.0,2024-04-28 22:02:37.054267,,,,24
108,62106044010,Anu,Roos,,2,183,183,,183,Ants,Anu,532,537,,NAINE,2021-06-04 22:02:37.054267,2022-02-01 22:02:37.054267,2022-07-26 22:02:37.054267,2017-10-13 00:00:00.000000,824.0,Anu,Roos,,507.0,2021-06-04 22:02:37.054267,2885.0,2022-11-11 22:02:37.054267,,48
109,60008074708,Marina,Tiik,,28,70,70,,70,Toomas,Marina,532,537,,NAINE,2000-08-07 22:02:37.054267,2023-09-25 22:02:37.054267,2024-07-22 22:02:37.054267,2007-12-22 00:00:00.000000,901.0,Marina,Tiik,,2889.0,2000-08-07 22:02:37.054267,4502.0,2007-11-17 22:02:37.054267,,34
110,62104158560,Marina,Gavrilov,,2,100,100,,100,Pavel,Marina,532,537,,NAINE,2021-04-15 22:02:37.054267,,,2007-02-02 00:00:00.000000,668.0,Marina,Gavrilov,,4964.0,2021-04-15 22:02:37.054267,6206.0,2021-11-23 22:02:37.054267,,31
111,35110242271,Igor,Timofejev,,28,100,100,,100,Indrek,Igor,532,537,,MEES,1951-10-24 22:02:37.054267,,,2004-08-02 00:00:00.000000,511.0,Igor,Timofejev,,3835.0,1951-10-24 22:02:37.054267,,,,16
112,39705276222,Juri,Lass,,31,100,100,,100,Peeter,Juri,532,537,,MEES,1997-05-27 22:02:37.054267,,,1990-01-01 00:00:00.000000,698.0,Juri,Lass,,4746.0,1997-05-27 22:02:37.054267,655.0,2003-03-03 22:02:37.054267,,33
113,33405144399,Ants,Pulk,,25,266,266,,266,Mati,Ants,532,537,,MEES,1934-05-14 22:02:37.054267,2023-11-14 22:02:37.054267,2024-12-23 22:02:37.054267,2004-03-20 00:00:00.000000,198.0,Ants,Pulk,,2523.0,1934-05-14 22:02:37.054267,217.0,1996-08-14 22:02:37.054267,,18
114,50008189034,Dmitri,Tõnisson,,34,100,100,,100,Oleg,Dmitri,532,537,,MEES,2000-08-18 22:02:37.054267,,,2020-01-16 00:00:00.000000,784.0,Dmitri,Tõnisson,,5599.0,2000-08-18 22:02:37.054267,5141.0,2023-11-27 22:02:37.054267,,13
115,45403052158,Nina,Treier,,25,100,100,,100,Jevgeni,Nina,532,537,,NAINE,1954-03-05 22:02:37.054267,,,1990-01-01 00:00:00.000000,725.0,Nina,Treier,,1420.0,1954-03-05 22:02:37.054267,,,,19
116,50409115665,Tõnu,Kaljula,,14,264,264,,264,Tiit,Tõnu,532,537,,MEES,2004-09-11 22:02:37.054267,2008-06-10 22:02:37.054267,,2017-01-26 00:00:00.000000,784.0,Tõnu,Kaljula,,3501.0,2004-09-11 22:02:37.054267,3994.0,2017-01-31 22:02:37.054267,,25
117,50108102855,Aleksandr,Kesküla,,14,100,100,,100,Roman,Aleksandr,532,537,,MEES,2001-08-10 22:02:37.054267,,,1990-01-01 00:00:00.000000,624.0,Aleksandr,Kesküla,,782.0,2001-08-10 22:02:37.054267,,,,22
118,39710029984,Peeter,Koger,,19,52,52,,52,Dmitri,Peeter,532,537,,MEES,1997-10-02 22:02:37.054267,2024-04-30 22:02:37.054267,,1990-01-01 00:00:00.000000,784.0,Peeter,Koger,,3094.0,1997-10-02 22:02:37.054267,917.0,2005-10-24 22:02:37.054267,,50
119,44606081607,Elena,Miller,,28,100,100,,100,Jaanus,Elena,532,537,,NAINE,1946-06-08 22:02:37.054267,,,2009-11-29 00:00:00.000000,901.0,Elena,Miller,,1408.0,1946-06-08 22:02:37.054267,4328.0,1979-06-12 22:02:37.054267,,29
120,34410105611,Viktor,Koger,,22,100,100,,100,Pavel,Viktor,532,537,,MEES,1944-10-10 22:02:37.054267,,,2020-12-05 00:00:00.000000,784.0,Viktor,Koger,,4919.0,1944-10-10 22:02:37.054267,2100.0,2013-09-07 22:02:37.054267,,6
121,39201261203,Dmitri,Sillaots,,25,100,100,,100,Aleksei,Dmitri,532,537,,MEES,1992-01-26 22:02:37.054267,,,2018-08-31 00:00:00.000000,511.0,Dmitri,Sillaots,,3364.0,1992-01-26 22:02:37.054267,,,,25
122,62410306496,Irina,Naumov,,2,100,100,,100,Alexander,Irina,532,537,,NAINE,2024-10-30 22:02:37.054267,,,2013-10-25 00:00:00.000000,338.0,Irina,Naumov,,5619.0,2024-10-30 22:02:37.054267,,,,24
123,52401319440,Nikolai,Reimann,,2,100,100,,100,Sander,Nikolai,532,537,,MEES,2024-01-31 22:02:37.054267,,,1997-10-04 00:00:00.000000,714.0,Nikolai,Reimann,,715.0,2024-01-31 22:02:37.054267,368.0,2024-04-06 22:02:37.054267,,23
124,52305279110,Ivan,Valge,,2,100,100,,100,Ivan,Ivan,532,537,,MEES,2023-05-27 22:02:37.054267,,,1990-01-01 00:00:00.000000,293.0,Ivan,Valge,,5390.0,2023-05-27 22:02:37.054267,,,,1
125,61803072091,Jelena,Maslov,,10,109,109,,109,Peeter,Jelena,532,537,,NAINE,2018-03-07 22:02:37.054267,2023-02-22 22:02:37.054267,,1991-01-09 00:00:00.000000,283.0,Jelena,Maslov,,2889.0,2018-03-07 22:02:37.054267,,,,34
126,42805091220,Aino,Mandel,,19,104,104,,104,Siim,Aino,532,537,,NAINE,1928-05-09 22:02:37.054267,1974-11-09 22:02:37.054267,,1990-01-01 00:00:00.000000,651.0,Aino,Mandel,,913.0,1928-05-09 22:02:37.054267,5832.0,1948-09-29 22:02:37.054267,,32
127,60605027783,Anne,Hein,,14,100,100,,100,Tarmo,Anne,532,537,,NAINE,2006-05-02 22:02:37.054267,,,2005-12-22 00:00:00.000000,191.0,Anne,Hein,,6031.0,2006-05-02 22:02:37.054267,386.0,2021-11-24 22:02:37.054267,,43
128,36505261946,Tarmo,Luts,,19,100,100,,100,Andrei,Tarmo,532,537,,MEES,1965-05-26 22:02:37.054267,,,1990-01-01 00:00:00.000000,714.0,Tarmo,Luts,,2458.0,1965-05-26 22:02:37.054267,,,,13
129,52104306705,Sergei,Maasik,,2,100,100,,100,Marek,Sergei,532,537,,MEES,2021-04-30 22:02:37.054267,,,2008-03-01 00:00:00.000000,317.0,Sergei,Maasik,,4948.0,2021-04-30 22:02:37.054267,,,,6
130,39408107621,Meelis,Palm,,28,100,100,,100,Viktor,Meelis,532,537,,MEES,1994-08-10 22:02:37.054267,,,2002-12-16 00:00:00.000000,321.0,Meelis,Palm,,3049.0,1994-08-10 22:02:37.054267,,,,20
131,51809214913,Jüri,Roos,,2,100,100,,100,Tarmo,Jüri,532,537,,MEES,2018-09-21 22:02:37.054267,,,1995-01-05 22:02:37.054267,171.0,Jüri,Roos,,4369.0,2018-09-21 22:02:37.054267,5990.0,2024-05-06 22:02:37.054267,,26
132,37704231264,Marek,Lill,,28,100,100,,100,Martin,Marek,532,537,,MEES,1977-04-23 22:02:37.054267,,,2016-07-17 00:00:00.000000,901.0,Marek,Lill,,3378.0,1977-04-23 22:02:37.054267,2817.0,2003-11-25 22:02:37.054267,,28
133,42610241507,Elena,Johanson,,14,41,41,,41,Oleg,Elena,532,537,,NAINE,1926-10-24 22:02:37.054267,1972-01-02 22:02:37.054267,,1990-01-01 00:00:00.000000,511.0,Elena,Johanson,,1949.0,1926-10-24 22:02:37.054267,3428.0,1981-08-07 22:02:37.054267,,6
134,51307046958,Vladimir,Aru,,10,100,100,,100,Oleg,Vladimir,532,537,,MEES,2013-07-04 22:02:37.054267,,,1990-01-01 00:00:00.000000,624.0,Vladimir,Aru,,5262.0,2013-07-04 22:02:37.054267,,,,1
135,60412106982,Olga,Suvi,,25,100,100,,100,Ants,Olga,532,537,,NAINE,2004-12-10 22:02:37.054267,,,,624.0,Olga,Suvi,,2191.0,2004-12-10 22:02:37.054267,6640.0,2009-01-02 22:02:37.054267,,42
136,45907307135,Diana,Kelder,,25,100,100,,100,Peeter,Diana,532,537,,NAINE,1959-07-30 22:02:37.054267,,,1990-01-01 00:00:00.000000,668.0,Diana,Kelder,,2308.0,1959-07-30 22:02:37.054267,1085.0,1972-12-13 22:02:37.054267,,31
137,36203277708,Margus,Vares,,31,100,100,,100,Aleksei,Margus,532,537,,MEES,1962-03-27 22:02:37.054267,,,1990-01-01 00:00:00.000000,857.0,Margus,Vares,,5271.0,1962-03-27 22:02:37.054267,,,,18
138,38602136130,Ants,Sööt,,25,109,109,,109,Tarmo,Ants,532,537,,MEES,1986-02-13 22:02:37.054267,2014-02-23 22:02:37.054267,2024-03-12 22:02:37.054267,2007-02-20 00:00:00.000000,353.0,Ants,Sööt,,4583.0,1986-02-13 22:02:37.054267,133.0,2003-08-18 22:02:37.054267,,6
139,36209111917,Tiit,Kalm,2023-10-18 22:02:37.054267,25,100,100,,100,Mihkel,Tiit,533,539,,MEES,1962-09-11 22:02:37.054267,,,2010-05-03 00:00:00.000000,897.0,Tiit,Kalm,,977.0,1962-09-11 22:02:37.054267,4018.0,1998-11-19 22:02:37.054267,,24
140,61903099022,Linda,Žukov,,2,100,100,,100,Mihkel,Linda,532,537,,NAINE,2019-03-09 22:02:37.054267,,,2020-11-29 00:00:00.000000,793.0,Linda,Žukov,,3891.0,2019-03-09 22:02:37.054267,21.0,2021-03-08 22:02:37.054267,,12
141,60505137688,Marika,Hanson,,25,166,166,,166,Oleg,Marika,532,537,,NAINE,2005-05-13 22:02:37.054267,2022-01-19 22:02:37.054267,,2022-01-19 22:02:37.054267,446.0,Marika,Hanson,,3751.0,2005-05-13 22:02:37.054267,,,,28
142,46908199971,Niina,Kirsipuu,,34,168,168,,168,Ivan,Niina,532,537,,NAINE,1969-08-19 22:02:37.054267,2024-05-26 22:02:37.054267,2024-07-12 22:02:37.054267,2013-05-20 00:00:00.000000,806.0,Niina,Kirsipuu,,1661.0,1969-08-19 22:02:37.054267,,,,19
143,62404304792,Aleksandra,Nurk,,2,100,100,,100,Aivar,Aleksandra,532,537,,NAINE,2024-04-30 22:02:37.054267,,,2016-05-21 22:02:37.054267,486.0,Aleksandra,Nurk,,398.0,2024-04-30 22:02:37.054267,,,,29
144,33010295079,Martin,Männiste,,25,100,100,,100,Tiit,Martin,532,537,,MEES,1930-10-29 22:02:37.054267,,,1995-11-29 22:02:37.054267,784.0,Martin,Männiste,,573.0,1930-10-29 22:02:37.054267,26.0,1983-11-22 22:02:37.054267,,4
145,61508267126,Kristiina,Lepp,,10,100,100,,100,Ants,Kristiina,532,537,,NAINE,2015-08-26 22:02:37.054267,,,2004-10-04 00:00:00.000000,291.0,Kristiina,Lepp,,5885.0,2015-08-26 22:02:37.054267,,,,50
146,38303149626,Siim,Orav,,31,100,100,,100,Aleksei,Siim,532,537,,MEES,1983-03-14 22:02:37.054267,,,1993-07-12 00:00:00.000000,291.0,Siim,Orav,,4583.0,1983-03-14 22:02:37.054267,1500.0,2024-09-04 22:02:37.054267,,6
147,52305271150,Valeri,Jõe,,2,100,100,,100,Sander,Valeri,532,537,,MEES,2023-05-27 22:02:37.054267,,,2020-08-12 00:00:00.000000,247.0,Valeri,Jõe,,5390.0,2023-05-27 22:02:37.054267,6886.0,2025-01-02 22:02:37.054267,,1
148,52105218093,Raivo,Allas,,2,100,100,,100,Oleg,Raivo,532,537,,MEES,2021-05-21 22:02:37.054267,,,2004-12-04 00:00:00.000000,725.0,Raivo,Allas,,1590.0,2021-05-21 22:02:37.054267,,,,14
149,49502057730,Marika,Leppik,,14,100,100,,100,Jevgeni,Marika,532,537,,NAINE,1995-02-05 22:02:37.054267,,,1990-01-01 00:00:00.000000,698.0,Marika,Leppik,,1621.0,1995-02-05 22:02:37.054267,,,,41
150,50503234937,Rein,Männiste,,25,100,100,,100,Vladimir,Rein,532,537,,MEES,2005-03-23 22:02:37.054267,,,1990-01-01 00:00:00.000000,917.0,Rein,Männiste,,4144.0,2005-03-23 22:02:37.054267,,,,9
151,38410191001,Mati,Zujev,,22,100,100,,100,Priit,Mati,532,537,,MEES,1984-10-19 22:02:37.054267,,,1995-06-10 00:00:00.000000,141.0,Mati,Zujev,,5311.0,1984-10-19 22:02:37.054267,1807.0,2010-07-22 22:02:37.054267,,26
152,48712306175,Mare,Afanasjev,,19,229,229,,229,Igor,Mare,532,537,,NAINE,1987-12-30 22:02:37.054267,2006-03-20 22:02:37.054267,,2006-03-20 22:02:37.054267,714.0,Mare,Afanasjev,,6389.0,1987-12-30 22:02:37.054267,2753.0,2005-12-19 22:02:37.054267,,27
153,46105248756,Riina,Zaitsev,,25,130,130,,130,Ants,Riina,532,537,,NAINE,1961-05-24 22:02:37.054267,1971-11-21 22:02:37.054267,,2019-01-23 00:00:00.000000,917.0,Riina,Zaitsev,,1423.0,1961-05-24 22:02:37.054267,,,,4
154,34406276263,Siim,Panov,,14,100,100,,100,Andres,Siim,532,537,,MEES,1944-06-27 22:02:37.054267,,,1990-01-01 00:00:00.000000,255.0,Siim,Panov,,5268.0,1944-06-27 22:02:37.054267,,,,21
155,61706131848,Tamara,Liivamägi,,10,100,100,,100,Vello,Tamara,532,537,,NAINE,2017-06-13 22:02:37.054267,,,2020-07-03 00:00:00.000000,353.0,Tamara,Liivamägi,,3247.0,2017-06-13 22:02:37.054267,5338.0,2024-10-20 22:02:37.054267,,5
156,49401174295,Anu,Lepik,,22,100,100,,100,Juri,Anu,532,537,,NAINE,1994-01-17 22:02:37.054267,,,1990-09-27 00:00:00.000000,653.0,Anu,Lepik,,4308.0,1994-01-17 22:02:37.054267,,,,41
157,50608058252,Aivar,Pärnpuu,,14,100,100,,100,Jüri,Aivar,532,537,,MEES,2006-08-05 22:02:37.054267,,,2020-07-28 00:00:00.000000,784.0,Aivar,Pärnpuu,,1174.0,2006-08-05 22:02:37.054267,,,,28
158,44604067570,Katrin,Jaanson,,14,206,206,,206,Aivar,Katrin,532,537,,NAINE,1946-04-06 22:02:37.054267,1989-08-04 22:02:37.054267,,2017-06-03 00:00:00.000000,184.0,Katrin,Jaanson,,1312.0,1946-04-06 22:02:37.054267,,,,10
159,50312015961,Andrei,Tilk,,19,100,100,,100,Valeri,Andrei,532,537,,MEES,2003-12-01 22:02:37.054267,,,,283.0,Andrei,Tilk,,5103.0,2003-12-01 22:02:37.054267,,,,42
160,33306308943,Oleg,Timofejev,,28,100,100,,100,Ivan,Oleg,532,537,,MEES,1933-06-30 22:02:37.054267,,,2008-07-28 22:02:37.054267,145.0,Oleg,Timofejev,,4654.0,1933-06-30 22:02:37.054267,4029.0,1953-11-29 22:02:37.054267,,9
161,43404294736,Kristiina,Petrov,,19,100,100,,100,Vello,Kristiina,532,537,,NAINE,1934-04-29 22:02:37.054267,,,1992-03-20 00:00:00.000000,784.0,Kristiina,Petrov,,3396.0,1934-04-29 22:02:37.054267,5452.0,1976-01-29 22:02:37.054267,,50
162,37610111240,Viktor,Belov,,22,100,100,,100,Andrei,Viktor,532,537,,MEES,1976-10-11 22:02:37.054267,,,2018-09-26 00:00:00.000000,917.0,Viktor,Belov,,395.0,1976-10-11 22:02:37.054267,2004.0,1977-06-10 22:02:37.054267,,40
163,61401178848,Svetlana,Suvi,,10,114,114,,114,Toomas,Svetlana,532,537,,NAINE,2014-01-17 22:02:37.054267,2015-11-03 22:02:37.054267,2024-06-28 22:02:37.054267,2009-02-08 00:00:00.000000,901.0,Svetlana,Suvi,,6742.0,2014-01-17 22:02:37.054267,,,,30
164,49602178135,Tamara,Maripuu,,22,100,100,,100,Margus,Tamara,532,537,,NAINE,1996-02-17 22:02:37.054267,,,1990-01-01 00:00:00.000000,793.0,Tamara,Maripuu,,2108.0,1996-02-17 22:02:37.054267,5236.0,2003-05-27 22:02:37.054267,,45
165,33107259477,Jüri,Orav,,28,141,141,,141,Nikolai,Jüri,532,537,,MEES,1931-07-25 22:02:37.054267,1931-08-02 22:02:37.054267,,1990-01-01 00:00:00.000000,899.0,Jüri,Orav,,6682.0,1931-07-25 22:02:37.054267,30.0,1950-06-04 22:02:37.054267,,13
166,50111083003,Roman,Titov,,34,100,100,,100,Aleksandr,Roman,532,537,,MEES,2001-11-08 22:02:37.054267,,,1990-01-01 00:00:00.000000,725.0,Roman,Titov,,1681.0,2001-11-08 22:02:37.054267,4343.0,2004-04-29 22:02:37.054267,,24
167,38010296427,Meelis,Koger,,28,100,100,,100,Marko,Meelis,532,537,,MEES,1980-10-29 22:02:37.054267,,,2010-04-12 00:00:00.000000,205.0,Meelis,Koger,,2266.0,1980-10-29 22:02:37.054267,3989.0,2019-08-05 22:02:37.054267,,40
168,48911021071,Katrin,Hunt,,28,100,100,,100,Raivo,Katrin,532,537,,NAINE,1989-11-02 22:02:37.054267,,,2020-01-29 00:00:00.000000,653.0,Katrin,Hunt,,781.0,1989-11-02 22:02:37.054267,5214.0,2008-07-05 22:02:37.054267,,31
169,61606109789,Kristi,Rosenberg,,10,91,91,,91,Pavel,Kristi,532,537,,NAINE,2016-06-10 22:02:37.054267,2018-06-12 22:02:37.054267,2023-05-12 22:02:37.054267,1995-01-05 22:02:37.054267,171.0,Kristi,Rosenberg,,6747.0,2016-06-10 22:02:37.054267,3479.0,2020-07-17 22:02:37.054267,,32
170,36401049204,Priit,Nurm,,34,214,214,,214,Aleksei,Priit,532,537,,MEES,1964-01-04 22:02:37.054267,2002-07-25 22:02:37.054267,,2002-07-25 22:02:37.054267,719.0,Priit,Nurm,,2261.0,1964-01-04 22:02:37.054267,,,,37
171,38711238809,Rein,Kasemets,,34,100,100,,100,Maksim,Rein,532,537,,MEES,1987-11-23 22:02:37.054267,,,2018-09-12 00:00:00.000000,653.0,Rein,Kasemets,,4698.0,1987-11-23 22:02:37.054267,6073.0,2010-01-28 22:02:37.054267,,39
172,61902077301,Tiiu,Kallaste,,2,100,100,,100,Martin,Tiiu,532,537,,NAINE,2019-02-07 22:02:37.054267,,,1995-01-05 22:02:37.054267,171.0,Tiiu,Kallaste,,6775.0,2019-02-07 22:02:37.054267,3680.0,2023-07-17 22:02:37.054267,,1
173,39610314171,Andrus,Liivak,,34,100,100,,100,Sander,Andrus,532,537,,MEES,1996-10-31 22:02:37.054267,,,2015-03-03 00:00:00.000000,714.0,Andrus,Liivak,,4132.0,1996-10-31 22:02:37.054267,,,,19
174,61806112738,Ülle,Lillemets,,2,100,100,,100,Rein,Ülle,532,537,,NAINE,2018-06-11 22:02:37.054267,,,2014-11-06 00:00:00.000000,784.0,Ülle,Lillemets,,1474.0,2018-06-11 22:02:37.054267,3672.0,2023-05-03 22:02:37.054267,,42
175,60409292210,Irina,Teder,,19,100,100,,100,Tiit,Irina,532,537,,NAINE,2004-09-29 22:02:37.054267,,,2012-12-29 00:00:00.000000,317.0,Irina,Teder,,4658.0,2004-09-29 22:02:37.054267,4523.0,2019-06-25 22:02:37.054267,,49
176,33309268167,Pavel,Pukk,,19,265,265,,265,Tõnu,Pavel,532,537,,MEES,1933-09-26 22:02:37.054267,1977-10-24 22:02:37.054267,,2019-11-03 00:00:00.000000,567.0,Pavel,Pukk,,4519.0,1933-09-26 22:02:37.054267,,,,46
177,37810225121,Meelis,Tamme,,14,100,100,,100,Roman,Meelis,532,537,,MEES,1978-10-22 22:02:37.054267,,,2000-05-14 00:00:00.000000,141.0,Meelis,Tamme,,5456.0,1978-10-22 22:02:37.054267,,,,1
178,51603151839,Urmas,Rumjantsev,,4,100,100,,100,Artur,Urmas,532,537,,MEES,2016-03-15 22:02:37.054267,,,,615.0,Urmas,Rumjantsev,,1684.0,2016-03-15 22:02:37.054267,1793.0,2020-05-18 22:02:37.054267,,35
179,43409235075,Marina,Lipp,,14,100,100,,100,Siim,Marina,532,537,,NAINE,1934-09-23 22:02:37.054267,,,2005-08-26 00:00:00.000000,141.0,Marina,Lipp,,653.0,1934-09-23 22:02:37.054267,5639.0,2022-07-07 22:02:37.054267,,9
180,48905297905,Piret,Klimov,,31,151,151,,151,Andres,Piret,532,537,,NAINE,1989-05-29 22:02:37.054267,2023-07-13 22:02:37.054267,,2020-03-05 00:00:00.000000,431.0,Piret,Klimov,,3472.0,1989-05-29 22:02:37.054267,5485.0,1990-11-29 22:02:37.054267,,43
181,52303215172,Peeter,Lebedev,,2,100,100,,100,Aleksandr,Peeter,532,537,,MEES,2023-03-21 22:02:37.054267,,,1990-01-01 00:00:00.000000,283.0,Peeter,Lebedev,,3212.0,2023-03-21 22:02:37.054267,,,,42
182,51503082355,Mati,Põld,,4,119,119,,119,Sander,Mati,532,537,,MEES,2015-03-08 22:02:37.054267,2015-05-08 22:02:37.054267,,2017-11-18 00:00:00.000000,511.0,Mati,Põld,,4756.0,2015-03-08 22:02:37.054267,,,,37
183,35602042876,Andrei,Pikk,,19,100,100,,100,Aivar,Andrei,532,537,,MEES,1956-02-04 22:02:37.054267,,,,255.0,Andrei,Pikk,,2461.0,1956-02-04 22:02:37.054267,,,,4
184,51206071164,Raivo,Alekseev,,4,140,140,,140,Dmitri,Raivo,532,537,,MEES,2012-06-07 22:02:37.054267,2013-07-24 22:02:37.054267,2016-01-22 22:02:37.054267,,784.0,Raivo,Alekseev,,2942.0,2012-06-07 22:02:37.054267,4680.0,2014-06-08 22:02:37.054267,,34
185,47804283897,Mare,Lember,,25,100,100,,100,Kristjan,Mare,532,537,,NAINE,1978-04-28 22:02:37.054267,,,2013-02-24 00:00:00.000000,293.0,Mare,Lember,,6708.0,1978-04-28 22:02:37.054267,,,,40
186,52104116488,Vladimir,Vill,2024-07-24 22:02:37.054267,2,100,100,,100,Tarmo,Vladimir,533,539,,MEES,2021-04-11 22:02:37.054267,,,2000-08-03 00:00:00.000000,446.0,Vladimir,Vill,,291.0,2021-04-11 22:02:37.054267,,,,14
187,60312073346,Kadri,Andreev,,14,100,100,,100,Margus,Kadri,532,537,,NAINE,2003-12-07 22:02:37.054267,,,,784.0,Kadri,Andreev,,6050.0,2003-12-07 22:02:37.054267,,,,22
188,45503092013,Maria,Link,,28,141,141,,141,Dmitri,Maria,532,537,,NAINE,1955-03-09 22:02:37.054267,2023-08-07 22:02:37.054267,,2009-03-01 22:02:37.054267,557.0,Maria,Link,,5037.0,1955-03-09 22:02:37.054267,,,,44
189,61610232009,Tatiana,Palu,,4,100,100,,100,Jevgeni,Tatiana,532,537,,NAINE,2016-10-23 22:02:37.054267,,,1997-08-16 00:00:00.000000,511.0,Tatiana,Palu,,528.0,2016-10-23 22:02:37.054267,5092.0,2020-04-26 22:02:37.054267,,42
190,61705148354,Julia,Sild,,4,100,100,,100,Jevgeni,Julia,532,537,,NAINE,2017-05-14 22:02:37.054267,,,2002-09-11 00:00:00.000000,624.0,Julia,Sild,,5457.0,2017-05-14 22:02:37.054267,,,,40
191,51912294662,Sergey,Post,,2,100,100,,100,Igor,Sergey,532,537,,MEES,2019-12-29 22:02:37.054267,,,2015-04-09 00:00:00.000000,624.0,Sergey,Post,,4325.0,2019-12-29 22:02:37.054267,,,,6
192,45508065435,Ülle,Uibo,,25,100,100,,100,Mihhail,Ülle,532,537,,NAINE,1955-08-06 22:02:37.054267,,,1991-12-21 00:00:00.000000,511.0,Ülle,Uibo,,4520.0,1955-08-06 22:02:37.054267,,,,45
193,51402153041,Maksim,Moor,,10,100,100,,100,Peeter,Maksim,532,537,,MEES,2014-02-15 22:02:37.054267,,,2024-12-24 22:02:37.054267,624.0,Maksim,Moor,,2294.0,2014-02-15 22:02:37.054267,4045.0,2018-02-03 22:02:37.054267,,40
194,49608312047,Nina,Pärnpuu,,31,217,217,,217,Jaanus,Nina,532,537,,NAINE,1996-08-31 22:02:37.054267,2024-11-21 22:02:37.054267,2025-02-20 22:02:37.054267,2005-11-08 22:02:37.054267,296.0,Nina,Pärnpuu,,3761.0,1996-08-31 22:02:37.054267,,,,29
195,49201285802,Marina,Hunt,2001-12-14 22:02:37.054267,22,166,166,,166,Vladimir,Marina,533,539,,NAINE,1992-01-28 22:02:37.054267,2013-12-12 22:02:37.054267,,,784.0,Marina,Hunt,,6576.0,1992-01-28 22:02:37.054267,4714.0,2025-02-17 22:02:37.054267,,24
196,38509179863,Vladimir,Roots,1992-01-17 22:02:37.054267,25,100,100,,100,Jevgeni,Vladimir,533,539,,MEES,1985-09-17 22:02:37.054267,,,,353.0,Vladimir,Roots,,3248.0,1985-09-17 22:02:37.054267,,,,28
197,62106056217,Niina,Kivi,,2,100,100,,100,Mihkel,Niina,532,537,,NAINE,2021-06-05 22:02:37.054267,,,1990-01-01 00:00:00.000000,698.0,Niina,Kivi,,342.0,2021-06-05 22:02:37.054267,2187.0,2021-12-01 22:02:37.054267,,2
198,62403045428,Marika,Rosin,,2,124,124,,124,Alexander,Marika,532,537,,NAINE,2024-03-04 22:02:37.054267,2024-06-27 22:02:37.054267,,2012-02-25 00:00:00.000000,442.0,Marika,Rosin,,2527.0,2024-03-04 22:02:37.054267,5615.0,2025-04-28 22:02:37.054267,,15
199,51810109003,Mati,Kotkas,,2,100,100,,100,Vladimir,Mati,532,537,,MEES,2018-10-10 22:02:37.054267,,,2012-01-07 00:00:00.000000,338.0,Mati,Kotkas,,1120.0,2018-10-10 22:02:37.054267,5064.0,2025-02-26 22:02:37.054267,,14
200,52211266326,Ivan,Tuul,,2,100,100,,100,Margus,Ivan,532,537,,MEES,2022-11-26 22:02:37.054267,,,,806.0,Ivan,Tuul,,5117.0,2022-11-26 22:02:37.054267,,,,24
201,42708297585,Tatjana,Sarapuu,,14,100,100,,100,Priit,Tatjana,532,537,,NAINE,1927-08-29 22:02:37.054267,,,2016-07-19 00:00:00.000000,321.0,Tatjana,Sarapuu,,159.0,1927-08-29 22:02:37.054267,,,,46
